recorder_config,benchmark,variant,seed,workload_scale,replay_status,negative_replay_status,event_match,final_signature_match,capsule_bytes,events,notes
full,sensor_threshold_bug,fixed,3,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,fixed,4,long,PASS,REJECT,PASS,PASS,63,3,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,fixed,4,long,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,fixed,4,long,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,fixed,4,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,sensor_threshold_bug,fixed,4,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,fixed,5,long,PASS,REJECT,PASS,PASS,63,3,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,fixed,5,long,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,fixed,5,long,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,fixed,5,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,sensor_threshold_bug,fixed,5,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,fixed,1,stress,PASS,REJECT,PASS,PASS,63,3,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,fixed,1,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,fixed,1,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,fixed,1,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,sensor_threshold_bug,fixed,1,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,fixed,2,stress,PASS,REJECT,PASS,PASS,63,3,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,fixed,2,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,fixed,2,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,fixed,2,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,sensor_threshold_bug,fixed,2,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,fixed,3,stress,PASS,REJECT,PASS,PASS,63,3,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,fixed,3,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,fixed,3,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,fixed,3,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,sensor_threshold_bug,fixed,3,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,fixed,4,stress,PASS,REJECT,PASS,PASS,63,3,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,fixed,4,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,fixed,4,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,fixed,4,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,sensor_threshold_bug,fixed,4,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,fixed,5,stress,PASS,REJECT,PASS,PASS,63,3,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,fixed,5,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,fixed,5,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,fixed,5,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,sensor_threshold_bug,fixed,5,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,1,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,1,smoke,PASS,REJECT,PASS,PASS,34629,1649,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,1,smoke,PASS,REJECT,PASS,PASS,34629,1649,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,1,smoke,PASS,REJECT,PASS,PASS,34944,1664,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,1,smoke,PASS,REJECT,PASS,PASS,34944,1664,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,2,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,2,smoke,PASS,REJECT,PASS,PASS,34629,1649,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,2,smoke,PASS,REJECT,PASS,PASS,34629,1649,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,2,smoke,PASS,REJECT,PASS,PASS,34944,1664,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,2,smoke,PASS,REJECT,PASS,PASS,34944,1664,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,3,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,3,smoke,PASS,REJECT,PASS,PASS,34629,1649,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,3,smoke,PASS,REJECT,PASS,PASS,34629,1649,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,3,smoke,PASS,REJECT,PASS,PASS,34944,1664,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,3,smoke,PASS,REJECT,PASS,PASS,34944,1664,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,4,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,4,smoke,PASS,REJECT,PASS,PASS,34629,1649,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,4,smoke,PASS,REJECT,PASS,PASS,34629,1649,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,4,smoke,PASS,REJECT,PASS,PASS,34944,1664,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,4,smoke,PASS,REJECT,PASS,PASS,34944,1664,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,5,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,5,smoke,PASS,REJECT,PASS,PASS,34629,1649,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,5,smoke,PASS,REJECT,PASS,PASS,34629,1649,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,5,smoke,PASS,REJECT,PASS,PASS,34944,1664,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,5,smoke,PASS,REJECT,PASS,PASS,34944,1664,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,1,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,1,short,PASS,REJECT,PASS,PASS,61950,2950,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,1,short,PASS,REJECT,PASS,PASS,61950,2950,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,1,short,PASS,REJECT,PASS,PASS,70413,3353,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,1,short,PASS,REJECT,PASS,PASS,70413,3353,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,2,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,2,short,PASS,REJECT,PASS,PASS,61950,2950,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,2,short,PASS,REJECT,PASS,PASS,61950,2950,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,2,short,PASS,REJECT,PASS,PASS,70413,3353,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,2,short,PASS,REJECT,PASS,PASS,70413,3353,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,3,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,3,short,PASS,REJECT,PASS,PASS,61950,2950,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,3,short,PASS,REJECT,PASS,PASS,61950,2950,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,3,short,PASS,REJECT,PASS,PASS,70413,3353,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,3,short,PASS,REJECT,PASS,PASS,70413,3353,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,4,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,4,short,PASS,REJECT,PASS,PASS,61950,2950,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,4,short,PASS,REJECT,PASS,PASS,61950,2950,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,4,short,PASS,REJECT,PASS,PASS,70413,3353,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,4,short,PASS,REJECT,PASS,PASS,70413,3353,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,5,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,5,short,PASS,REJECT,PASS,PASS,61950,2950,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,5,short,PASS,REJECT,PASS,PASS,61950,2950,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,5,short,PASS,REJECT,PASS,PASS,70413,3353,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,5,short,PASS,REJECT,PASS,PASS,70413,3353,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,1,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,1,medium,PASS,REJECT,PASS,PASS,319095,15195,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,1,medium,PASS,REJECT,PASS,PASS,319095,15195,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,1,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,1,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,2,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,2,medium,PASS,REJECT,PASS,PASS,319095,15195,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,2,medium,PASS,REJECT,PASS,PASS,319095,15195,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,2,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,2,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,3,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,3,medium,PASS,REJECT,PASS,PASS,319095,15195,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,3,medium,PASS,REJECT,PASS,PASS,319095,15195,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,3,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,3,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,4,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,4,medium,PASS,REJECT,PASS,PASS,319095,15195,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,4,medium,PASS,REJECT,PASS,PASS,319095,15195,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,4,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,4,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,5,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,5,medium,PASS,REJECT,PASS,PASS,319095,15195,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,5,medium,PASS,REJECT,PASS,PASS,319095,15195,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,5,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,5,medium,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,1,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,1,long,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,1,long,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,1,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,1,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,2,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,2,long,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,2,long,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,2,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,2,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,3,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,3,long,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,3,long,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,3,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,3,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,sensor_threshold_bug,no_failure_edge,4,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,sensor_threshold_bug,no_failure_edge,4,long,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,sensor_threshold_bug,no_failure_edge,4,long,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,sensor_threshold_bug,no_failure_edge,4,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,sensor_threshold_bug,no_failure_edge,4,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
